Method,LoggingLevel,Log
"<org.apache.hadoop.hdfs.server.namenode.TransferFsImage: org.apache.hadoop.io.MD5Hash downloadImageToStorage(java.net.URL,long,org.apache.hadoop.hdfs.server.common.Storage,boolean)>",info,Downloaded file  <*>  size  <*>  bytes. 
"<org.apache.hadoop.hdfs.server.namenode.StreamFile: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>",debug,response.isCommitted()= <*> 
"<org.apache.hadoop.hdfs.server.namenode.snapshot.DirectorySnapshottableFeature: org.apache.hadoop.hdfs.server.namenode.snapshot.Snapshot removeSnapshot(org.apache.hadoop.hdfs.server.namenode.INodeDirectory,java.lang.String,org.apache.hadoop.hdfs.server.namenode.INode$BlocksMapUpdateInfo,java.util.List)>",error,BUG: removeSnapshot increases namespace usage.
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void shutdown()>,info,Interrupted waiting to join on checkpointer thread
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void shutdown()>,warn,Exception shutting down SecondaryNameNode
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void shutdown()>,warn,Exception while closing CheckpointStorage
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void main(java.lang.String[])>,fatal,Failed to parse options
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void main(java.lang.String[])>,fatal,Failed to start secondary namenode
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void join()>,debug,Exception 
"<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void initialize(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CommandLineOpts)>",info,Web server init done
"<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void initialize(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CommandLineOpts)>",info,Checkpoint Period   : <*>  secs  ( <*>  min) 
"<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void initialize(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CommandLineOpts)>",info,Log Size Trigger    : <*>  txns 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void doWork()>,error,Exception in doCheckpoint
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void doWork()>,fatal,Merging failed  <*>  times. 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: void doWork()>,fatal,Throwable Exception in doCheckpoint
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: java.net.URL getInfoServer()>,debug,Will connect to NameNode at  <*> 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: int processStartupCommand(org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CommandLineOpts)>,error,<*> :  <*> 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: int processStartupCommand(org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CommandLineOpts)>,error,<*> :  <*> 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: int processStartupCommand(org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CommandLineOpts)>,error,<*> :  <*> 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: boolean doCheckpoint()>,warn,Checkpoint done. New Image Size:  <*> 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode: boolean doCheckpoint()>,warn,Failed to write legacy OIV image: 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CheckpointStorage: void recoverCreate(boolean)>,info,Formatting storage directory  sd 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$CheckpointStorage: void deleteTempEdits()>,warn,Failed to delete temporary edits file:  <*> 
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$2: java.lang.Boolean run()>,info,Image has not changed. Will not download image.
<org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode$2: java.lang.Boolean run()>,info,Image has changed. Downloading updated image from NN.
"<org.apache.hadoop.hdfs.server.namenode.RenewDelegationTokenServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>",info,Request for token received with no authentication from  <*> 
"<org.apache.hadoop.hdfs.server.namenode.RenewDelegationTokenServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>",info,Exception while renewing token. Re-throwing. s= <*> 
<org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextOp()>,<init>,got premature end-of-file at txid  <*> ; expected file to go up to  <*> 
<org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextOp()>,error,Got error reading edit log input stream  <*> ; failing over to edit log  <*> 
<org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextOp()>,error,failing over to edit log  <*> 
<org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextOp()>,info,Fast-forwarding stream \' <*> \' to transaction ID  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doUpgrade(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.common.Storage)>",error,Unable to rename temp to previous for  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doUpgrade(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.common.Storage)>",info,Performing upgrade of storage directory  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doRollBack(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,info,Rollback of  <*>  is complete. 
"<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doPreUpgrade(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>",info,Starting upgrade of storage directory  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doFinalize(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,info,Directory  <*>  does not exist. 
<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doFinalize(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,info,Finalize upgrade for  <*>  is not required. 
<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doFinalize(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,info,Finalizing upgrade of storage directory  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: void doFinalize(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,info,Finalize upgrade for  <*>  is complete. 
"<org.apache.hadoop.hdfs.server.namenode.NNUpgradeUtil: boolean canRollBack(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.common.StorageInfo,org.apache.hadoop.hdfs.server.common.StorageInfo,int)>",info,Storage directory  <*>  does not contain previous fs state. 
"<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager: void purgeOldLegacyOIVImages(java.lang.String,long)>",info,Deleting  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager: void purgeOldLegacyOIVImages(java.lang.String,long)>",warn,Invalid file name. Skipping  fName 
"<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager: void purgeOldLegacyOIVImages(java.lang.String,long)>",warn,Failed to delete image file:  $u 
<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager: long getImageTxIdToRetain(org.apache.hadoop.hdfs.server.namenode.FSImageTransactionalStorageInspector)>,info,Going to retain  <*>  images with txid >=  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager$DeletionStoragePurger: void purgeLog(org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile)>,info,Purging old edit log  log 
<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager$DeletionStoragePurger: void purgeImage(org.apache.hadoop.hdfs.server.namenode.FSImageStorageInspector$FSImageFile)>,info,Purging old image  image 
<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager$DeletionStoragePurger: void deleteOrWarn(java.io.File)>,warn,Could not delete  file 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void writeTransactionIdFileToStorage(long)>,warn,writeTransactionIdToStorage failed on  sd 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void setRestoreFailedStorage(boolean)>,warn,set restore failed storage to  val 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void reportErrorsOnDirectory(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,debug,current list of storage dirs: <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void reportErrorsOnDirectory(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,debug,at the end current list of storage dirs: <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void reportErrorsOnDirectory(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,error,Error reported on storage directory  sd 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void reportErrorsOnDirectory(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,warn,About to remove corresponding storage:  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void reportErrorsOnDirectory(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,warn,Unable to unlock bad storage directory:  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NNStorage: void processStartupOptionsForUpgrade(org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption,int)>",info,Using clusterid:  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NNStorage: void processStartupOptionsForUpgrade(org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption,int)>",warn,"Clusterid mismatch - current clusterid:  <*> , Ignoring given clusterid:  <*> "
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void format(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>,info,Storage directory  <*>  has been successfully formatted. 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void attemptRestoreRemovedStorage()>,info,NNStorage.attemptRestoreRemovedStorage: check removed(failed) storarge. removedStorages size =  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void attemptRestoreRemovedStorage()>,info,currently disabled dir  <*> ; type= <*> ;canwrite= <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: void attemptRestoreRemovedStorage()>,info,restoring dir  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NNStorage: org.apache.hadoop.hdfs.server.namenode.FSImageStorageInspector readAndInspectDirs(java.util.EnumSet,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",warn,Storage directory  sd  contains no VERSION file. Skipping... 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory getStorageDirectory(java.net.URI)>,warn,Error converting file to URI
<org.apache.hadoop.hdfs.server.namenode.NNStorage: java.lang.String newBlockPoolID()>,warn,Could not find ip address of \default\ inteface.
<org.apache.hadoop.hdfs.server.namenode.NNStorage: java.lang.String determineClusterId()>,info,current cluster id for sd= <*> ;lv= <*> ;cid= <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: java.lang.String determineClusterId()>,warn,this sd not available:  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNStorage: java.lang.String determineClusterId()>,warn,couldn\'t find any VERSION file containing valid ClusterId
<org.apache.hadoop.hdfs.server.namenode.NNConf: void <init>(org.apache.hadoop.conf.Configuration)>,info,ACLs enabled?  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNConf: void <init>(org.apache.hadoop.conf.Configuration)>,info,XAttrs enabled?  <*> 
<org.apache.hadoop.hdfs.server.namenode.NNConf: void <init>(org.apache.hadoop.conf.Configuration)>,info,Maximum size of an xattr:  <*> <*> 
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void verifySoftwareVersion(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration)>,info,<*> . Note: This is normal during a rolling upgrade. 
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void verifySoftwareVersion(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration)>,warn,<*>  DN:  dnReg 
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void verifyRequest(org.apache.hadoop.hdfs.server.protocol.NodeRegistration)>,warn,Registration IDs mismatched: the  <*>  ID is  <*>  but the expected ID is  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void rename2(java.lang.String,java.lang.String,org.apache.hadoop.fs.Options$Rename[])>",debug,*DIR* NameNode.rename:  src  to  dst 
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void refreshUserToGroupsMappings()>,info,Refreshing all user-to-groups mappings. Requested by user:  <*> 
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void refreshSuperUserGroupsConfiguration()>,info,Refreshing SuperUser proxy group mapping list 
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void refreshCallQueue()>,info,Refreshing call queue.
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.NamenodeRegistration,int,java.lang.String)>",info,Error report from  registration :  msg 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>",info,Error report from  <*> :  msg 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>",info,Error report from  <*> :  msg 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>",warn,Disk error on  <*> :  msg 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>",warn,Fatal disk error on  <*> :  msg 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void blockReceivedAndDeleted(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,java.lang.String,org.apache.hadoop.hdfs.server.protocol.StorageReceivedDeletedBlocks[])>",debug,*BLOCK* NameNode.blockReceivedAndDeleted: from  nodeReg   <*>  blocks. 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void abandonBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,long,java.lang.String,java.lang.String)>",debug,*BLOCK* NameNode.abandonBlock:  b  of file  src 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void <init>(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.NameNode)>",info,Service RPC server is binding to  bindHost : <*> 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void <init>(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.NameNode)>",info,RPC server is binding to  serviceHandlerCount : <*> 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.server.protocol.DatanodeCommand cacheReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,java.lang.String,java.util.List)>",debug,*BLOCK* NameNode.cacheReport: from  nodeReg   <*>  blocks 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.server.protocol.DatanodeCommand blockReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,java.lang.String,org.apache.hadoop.hdfs.server.protocol.StorageBlockReport[],org.apache.hadoop.hdfs.server.protocol.BlockReportContext)>",debug,"*BLOCK* NameNode.blockReport: from  nodeReg , reports.length= <*> "
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp readOp(org.apache.hadoop.hdfs.server.namenode.EditLogInputStream)>,debug,Tried to read from deleted or moved edit log segment
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp readOp(org.apache.hadoop.hdfs.server.namenode.EditLogInputStream)>,debug,Tried to read from deleted edit log segment
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.protocol.RollingUpgradeInfo rollingUpgrade(org.apache.hadoop.hdfs.protocol.HdfsConstants$RollingUpgradeAction)>,info,rollingUpgrade  action 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.protocol.LocatedBlock getAdditionalDatanode(java.lang.String,long,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],java.lang.String[],org.apache.hadoop.hdfs.protocol.DatanodeInfo[],int,java.lang.String)>",debug,"getAdditionalDatanode: src= src , fileId= fileId , blk= blk , existings= <*> , excludes= <*> , numAdditionalNodes= numAdditionalNodes , clientName= clientName "
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.protocol.LocatedBlock append(java.lang.String,java.lang.String)>",debug,*DIR* NameNode.append: file  src  for  clientName  at  <*> 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.protocol.LocatedBlock addBlock(java.lang.String,java.lang.String,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],long,java.lang.String[])>",debug,*BLOCK* NameNode.addBlock: file  src  fileId= fileId  for  clientName 
"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.protocol.HdfsFileStatus create(java.lang.String,org.apache.hadoop.fs.permission.FsPermission,java.lang.String,org.apache.hadoop.io.EnumSetWritable,boolean,short,long,org.apache.hadoop.crypto.CryptoProtocolVersion[])>",debug,*DIR* NameNode.create: file  src  for  clientName  at  <*> 
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.inotify.EventBatchList getEditsFromTxid(long)>,info,NN is transitioning from active to standby and FSEditLog is closed -- could not read edits
<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: java.lang.String[] getGroupsForUser(java.lang.String)>,debug,Getting groups for user  user 
